frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
426, 0, 17.000, 0.88, 1, 0.17, 0.00, 0.71, 0.02, 0.89, 0.81, 0.04, 0.58, 0.56, 0.00, 0.03, 0.77, 0.00, 0.43, 0.69, 0.76, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
427, 0, 17.040, 0.88, 1, 0.28, 0.00, 0.71, 0.02, 0.95, 0.92, 0.12, 0.68, 0.64, 0.00, 0.01, 0.77, 0.00, 0.31, 0.71, 1.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
428, 0, 17.080, 0.88, 1, 0.27, 0.00, 0.74, 0.01, 1.01, 1.04, 0.18, 0.79, 0.65, 0.00, 0.00, 0.66, 0.00, 0.23, 0.87, 1.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
429, 0, 17.120, 0.88, 1, 0.25, 0.00, 0.80, 0.02, 1.05, 0.99, 0.15, 0.80, 0.63, 0.00, 0.00, 0.57, 0.00, 0.14, 0.97, 0.93, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
430, 0, 17.160, 0.88, 1, 0.18, 0.00, 0.91, 0.02, 1.08, 0.90, 0.07, 0.84, 0.63, 0.00, 0.00, 0.35, 0.00, 0.06, 0.96, 0.70, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
431, 0, 17.200, 0.88, 1, 0.21, 0.00, 0.98, 0.02, 1.08, 0.79, 0.05, 0.84, 0.56, 0.00, 0.00, 0.31, 0.00, 0.01, 0.89, 0.50, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
432, 0, 17.240, 0.88, 1, 0.17, 0.00, 1.00, 0.01, 1.10, 0.77, 0.09, 0.94, 0.46, 0.00, 0.04, 0.27, 0.00, 0.00, 0.68, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
433, 0, 17.280, 0.88, 1, 0.15, 0.00, 0.96, 0.01, 1.07, 0.69, 0.10, 0.94, 0.34, 0.00, 0.04, 0.30, 0.02, 0.00, 0.69, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
434, 0, 17.320, 0.88, 1, 0.09, 0.00, 0.94, 0.01, 0.95, 0.49, 0.07, 0.92, 0.28, 0.00, 0.04, 0.29, 0.02, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
435, 0, 17.360, 0.88, 1, 0.06, 0.00, 0.89, 0.00, 0.80, 0.32, 0.04, 0.85, 0.26, 0.00, 0.00, 0.38, 0.02, 0.00, 0.60, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
436, 0, 17.400, 0.88, 1, 0.01, 0.00, 0.89, 0.03, 0.62, 0.14, 0.04, 0.82, 0.25, 0.00, 0.00, 0.46, 0.00, 0.00, 0.59, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
437, 0, 17.440, 0.88, 1, 0.02, 0.00, 0.87, 0.07, 0.50, 0.08, 0.01, 0.83, 0.23, 0.00, 0.00, 0.60, 0.02, 0.00, 0.48, 0.21, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
438, 0, 17.480, 0.88, 1, 0.02, 0.00, 0.85, 0.07, 0.41, 0.00, 0.00, 0.82, 0.19, 0.00, 0.00, 0.71, 0.02, 0.00, 0.43, 0.27, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
439, 0, 17.520, 0.88, 1, 0.00, 0.00, 0.80, 0.04, 0.38, 0.00, 0.00, 0.78, 0.14, 0.00, 0.00, 0.77, 0.04, 0.00, 0.25, 0.16, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
440, 0, 17.560, 0.88, 1, 0.00, 0.00, 0.68, 0.02, 0.33, 0.00, 0.00, 0.75, 0.09, 0.00, 0.00, 0.76, 0.03, 0.00, 0.09, 0.06, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
441, 0, 17.600, 0.88, 1, 0.00, 0.00, 0.59, 0.06, 0.24, 0.00, 0.00, 0.61, 0.05, 0.00, 0.00, 0.73, 0.09, 0.05, 0.03, 0.05, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
442, 0, 17.640, 0.88, 1, 0.00, 0.04, 0.51, 0.06, 0.17, 0.00, 0.00, 0.52, 0.01, 0.00, 0.00, 0.74, 0.07, 0.05, 0.00, 0.06, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
443, 0, 17.680, 0.88, 1, 0.00, 0.07, 0.53, 0.05, 0.12, 0.00, 0.00, 0.45, 0.02, 0.00, 0.00, 0.70, 0.09, 0.05, 0.00, 0.09, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
444, 0, 17.720, 0.88, 1, 0.00, 0.07, 0.39, 0.01, 0.15, 0.04, 0.12, 0.44, 0.02, 0.00, 0.00, 0.64, 0.14, 0.11, 0.16, 0.11, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
445, 0, 17.760, 0.88, 1, 0.22, 0.03, 0.20, 0.00, 0.17, 0.15, 0.20, 0.53, 0.02, 0.00, 0.00, 0.68, 0.31, 0.18, 0.31, 0.13, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
446, 0, 17.800, 0.88, 1, 0.23, 0.00, 0.03, 0.00, 0.21, 0.15, 0.27, 0.63, 0.04, 0.00, 0.00, 0.77, 0.29, 0.36, 0.37, 0.11, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
447, 0, 17.840, 0.88, 1, 0.33, 0.00, 0.00, 0.00, 0.25, 0.11, 0.21, 0.87, 0.11, 0.05, 0.00, 0.96, 0.17, 0.38, 0.24, 0.04, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
448, 0, 17.880, 0.88, 1, 0.20, 0.00, 0.00, 0.03, 0.34, 0.00, 0.21, 0.99, 0.20, 0.15, 0.01, 1.00, 0.00, 0.44, 0.16, 0.01, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
449, 0, 17.920, 0.88, 1, 0.29, 0.00, 0.02, 0.03, 0.41, 0.00, 0.23, 1.07, 0.24, 0.23, 0.01, 1.12, 0.00, 0.48, 0.09, 0.03, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
450, 0, 17.960, 0.88, 1, 0.31, 0.00, 0.06, 0.00, 0.46, 0.00, 0.27, 1.05, 0.24, 0.23, 0.00, 1.26, 0.00, 0.70, 0.00, 0.05, 0.39, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
